ID,URL,GENDER,CONFIDENCE,AGE,CONFIDENCE,REAL,SAME,CHECK
1,http://pbs.twimg.com/profile_images/101234475/IMG_4948.JPG,MALE,0.731059,35-44,0.458632,MALE,TRUE,1
2,http://pbs.twimg.com/profile_images/1044286909/2073.jpg,MALE,0.989013,35-44,0.477302,MALE,TRUE,1
3,http://pbs.twimg.com/profile_images/1110856156/Australian_IT_Press_Photo.gif,NoFace,,,,MALE,FALSE,0
4,http://pbs.twimg.com/profile_images/1115073355/DAVIN-PICTURE.jpg,MALE,0.982014,18-24,0.502411,MALE,TRUE,1
5,http://pbs.twimg.com/profile_images/1116799022/IMG_5808.jpg,MALE,0.970688,35-44,0.506266,MALE,TRUE,1
6,http://pbs.twimg.com/profile_images/1119760396/image.jpg,NoFace,,,,MALE,FALSE,0
7,http://pbs.twimg.com/profile_images/1120210348/Twitter_Suren_Cupcake.jpg,NoFace,,,,MALE,FALSE,0
8,http://pbs.twimg.com/profile_images/1120841468/richo.jpg,NoFace,,,,MALE,FALSE,0
9,http://pbs.twimg.com/profile_images/1121509803/image.jpg,MALE,0.997527,35-44,0.344,MALE,TRUE,1
10,http://pbs.twimg.com/profile_images/1145762978/Set2610.jpg,NoFace,,,,MALE,FALSE,0
11,http://pbs.twimg.com/profile_images/1156404985/image.jpg,MALE,0.99593,35-44,0.389988,MALE,TRUE,1
12,http://pbs.twimg.com/profile_images/1175588178/70612_713520225_6476518_n.jpg,MALE,0.993307,35-44,0.403753,MALE,TRUE,1
13,http://pbs.twimg.com/profile_images/1182636271/Adam_Littlechild_-_Profile_Photo_01.jpg,MALE,0.993307,18-24,0.597729,MALE,TRUE,1
14,http://pbs.twimg.com/profile_images/1184543288/CG.JPG,MALE,0.993307,55-64,0.447907,MALE,TRUE,1
15,http://pbs.twimg.com/profile_images/1195465186/Grant_Treeby_01web.jpg,MALE,0.993307,55-64,0.447907,MALE,TRUE,1
16,http://pbs.twimg.com/profile_images/1195556643/STAPHeroShotLR.jpg,MALE,0.880797,55-64,0.447907,MALE,TRUE,1
17,http://pbs.twimg.com/profile_images/1232565111/image.jpg,MALE,0.993307,55-64,0.606505,MALE,TRUE,1
18,http://pbs.twimg.com/profile_images/1257498861/189831_10150432326140537_622525536_17339896_7513935_n.jpg,MALE,0.989013,35-44,0.520285,MALE,TRUE,1
19,http://pbs.twimg.com/profile_images/1267422505/image.jpg,MALE,0.982014,55-64,0.447907,MALE,TRUE,1
20,http://pbs.twimg.com/profile_images/1275260679/bt3.jpg,MALE,0.268941,55-64,0.447907,MALE,TRUE,1
21,http://pbs.twimg.com/profile_images/1282343847/profile.PNG,MALE,0.993307,18-24,0.565667,MALE,TRUE,1
22,http://pbs.twimg.com/profile_images/1310669084/Image052.jpg,MALE,0.982014,18-24,0.394433,MALE,TRUE,1
23,http://pbs.twimg.com/profile_images/1326129821/168626_10150137276122806_709612805_8011495_3034249_n.jpg,MALE,0.993307,35-44,0.315541,MALE,TRUE,1
24,http://pbs.twimg.com/profile_images/1334119481/IMGP1547_1.jpg,MALE,0.982014,35-44,0.489655,MALE,TRUE,1
25,http://pbs.twimg.com/profile_images/1335250939/Head_shot_3.jpg,MALE,0.993307,35-44,0.532386,MALE,TRUE,1
26,http://pbs.twimg.com/profile_images/1341020805/07-Merlino_J-h_s060810.jpg,MALE,0.99593,35-44,0.403753,MALE,TRUE,1
27,http://pbs.twimg.com/profile_images/1345326036/Andrew_s_40th_015.jpg,MALE,0.982014,35-44,0.403753,MALE,TRUE,1
28,http://pbs.twimg.com/profile_images/1355605210/headshot2.JPG,MALE,0.970688,55-64,0.440454,MALE,TRUE,1
29,http://pbs.twimg.com/profile_images/1355659658/AF.JPG,MALE,0.99593,35-44,0.476999,MALE,TRUE,1
30,http://pbs.twimg.com/profile_images/1361467097/The_Goons_Spike_Milligan_128x128.png,MALE,0.99593,18-24,0.420153,MALE,TRUE,1
31,http://pbs.twimg.com/profile_images/1365207364/photo.JPG,NoFace,,,,MALE,FALSE,0
32,http://pbs.twimg.com/profile_images/1366697613/Screen_shot_2011-05-24_at_1.45.50_PM.png,MALE,0.970688,35-44,0.403753,MALE,TRUE,1
33,http://pbs.twimg.com/profile_images/1373371504/222817_10150238777360135_683810134_8476274_1566608_n.jpg,MALE,0.952574,18-24,0.502411,MALE,TRUE,1
34,http://pbs.twimg.com/profile_images/1375406292/photo_scott.jpg,MALE,0.999089,55-64,0.447907,MALE,TRUE,1
35,http://pbs.twimg.com/profile_images/1387013640/Profile_Picture.jpg,FEMALE,0.622459,55-64,0.376893,MALE,FALSE,0
36,http://pbs.twimg.com/profile_images/1394011681/image.jpg,MALE,0.993307,55-64,0.397782,MALE,TRUE,1
37,http://pbs.twimg.com/profile_images/1398576386/image.jpg,MALE,0.989013,18-24,0.394433,MALE,TRUE,1
38,http://pbs.twimg.com/profile_images/1402733238/stevesmaller.jpg,MALE,0.989013,55-64,0.447907,MALE,TRUE,1
39,http://pbs.twimg.com/profile_images/1420261794/ant.jpeg,MALE,0.952574,35-44,0.493074,MALE,TRUE,1
40,http://pbs.twimg.com/profile_images/1422966162/image.jpg,MALE,0.99593,35-44,0.506266,MALE,TRUE,1
41,http://pbs.twimg.com/profile_images/1441474902/parker.jpg,MALE,0.998499,18-24,0.502411,MALE,TRUE,1
42,http://pbs.twimg.com/profile_images/1443080124/mmc_headshot.small.jpg,MALE,0.989013,35-44,0.506266,MALE,TRUE,1
43,http://pbs.twimg.com/profile_images/145556606/1.jpg,MALE,0.99593,18-24,0.502411,MALE,TRUE,1
44,http://pbs.twimg.com/profile_images/1463252165/_M1G_5370.jpg,MALE,0.997527,35-44,0.389988,MALE,TRUE,1
45,http://pbs.twimg.com/profile_images/1465456885/my_photo.JPG,MALE,0.989013,35-44,0.512741,MALE,TRUE,1
46,http://pbs.twimg.com/profile_images/1468558890/IMG_0039.jpg,MALE,0.99593,35-44,0.403753,MALE,TRUE,1
47,http://pbs.twimg.com/profile_images/1472082085/Copy_troy__of_07troy047.jpg,MALE,0.989013,35-44,0.403753,MALE,TRUE,1
48,http://pbs.twimg.com/profile_images/1482663159/IMG_0127.JPG,MALE,0.993307,35-44,0.403753,MALE,TRUE,1
49,http://pbs.twimg.com/profile_images/1484088104/David_Knowles.jpg,MALE,0.99593,55-64,0.447907,MALE,TRUE,1
50,http://pbs.twimg.com/profile_images/1487689462/Video_call_snapshot_148.png,MALE,0.989013,<18,0.996918,MALE,TRUE,1
